"","Natureza","Jan","Fev","Mar","Abr","Mai","Jun","Jul","Ago","Set","Out","Nov","Dez","Total","delegacia_id"
"905","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1069
"906","LESÃO CORPORAL DOLOSA",36,27,26,18,31,25,32,30,29,28,21,34,337,1069
"907","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",11,18,19,18,23,12,6,18,13,11,21,24,194,1069
"908","LESÃO CORPORAL CULPOSA - OUTRAS",1,1,1,0,0,0,0,0,1,0,0,0,4,1069
"909","LATROCÍNIO",0,0,0,1,0,0,0,0,0,0,0,0,1,1069
"910","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,1,0,0,0,0,0,0,0,0,1,1069
"911","TOTAL DE ESTUPRO (4)",2,3,5,1,2,6,3,2,5,1,2,6,38,1069
"912","ESTUPRO",0,1,3,1,0,2,0,0,5,0,0,4,16,1069
"913","ESTUPRO DE VULNERÁVEL",2,2,2,0,2,4,3,2,0,1,2,2,22,1069
"914","TOTAL DE ROUBO - OUTROS (1)",58,96,99,87,124,101,84,88,74,106,93,87,1.097,1069
"915","ROUBO - OUTROS",55,94,96,83,120,97,81,86,72,105,91,87,1.067,1069
"916","ROUBO DE VEÍCULO",11,16,15,15,13,10,9,10,13,16,15,24,167,1069
"917","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1069
"918","ROUBO DE CARGA",3,2,3,4,4,4,3,2,2,1,2,0,30,1069
"919","FURTO - OUTROS",119,129,146,138,147,118,145,181,132,174,160,163,1.752,1069
"920","FURTO DE VEÍCULO",114,92,106,123,113,78,104,102,67,87,78,78,1.142,1069
"921","HOMICÍDIO DOLOSO (2)",0,0,0,1,0,0,1,0,0,0,0,0,2,1027
"922","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,1,0,0,2,0,0,0,0,0,3,1027
"923","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,1,0,0,0,0,0,0,0,0,1,1027
"924","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,1,0,0,0,0,0,0,0,0,1,1027
"925","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,1,0,0,0,0,0,0,0,2,0,3,1027
"926","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1027
"927","TENTATIVA DE HOMICÍDIO",1,1,1,0,2,0,0,3,0,1,1,0,10,1027
"928","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1027
"929","LESÃO CORPORAL DOLOSA",28,26,37,30,29,22,22,20,28,16,30,18,306,1027
"930","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",12,13,15,18,9,22,13,18,10,12,9,14,165,1027
"931","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,1,0,0,0,1,1,0,3,1027
"932","LATROCÍNIO",0,0,0,0,0,0,0,0,1,0,0,0,1,1027
"933","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,1,0,0,0,1,1027
"934","TOTAL DE ESTUPRO (4)",2,2,1,3,3,3,2,1,0,1,0,2,20,1027
"935","ESTUPRO",1,1,0,1,1,2,2,1,0,0,0,0,9,1027
"936","ESTUPRO DE VULNERÁVEL",1,1,1,2,2,1,0,0,0,1,0,2,11,1027
"937","TOTAL DE ROUBO - OUTROS (1)",91,85,104,124,103,81,72,50,49,62,85,77,983,1027
"938","ROUBO - OUTROS",88,81,102,122,99,78,71,49,48,56,80,69,943,1027
"939","ROUBO DE VEÍCULO",20,11,20,29,38,23,10,12,19,21,16,17,236,1027
"940","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1027
"941","ROUBO DE CARGA",3,4,2,2,4,3,1,1,1,6,5,8,40,1027
"942","FURTO - OUTROS",112,109,59,105,104,89,144,61,100,68,107,97,1.155,1027
"943","FURTO DE VEÍCULO",22,21,36,34,23,36,16,21,29,11,22,12,283,1027
"944","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,1,0,1,1,1,0,4,1026
"945","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,1,0,1,1,1,0,4,1026
"946","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1026
"947","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1026
"948","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,1,0,0,1,0,0,0,0,2,1026
"949","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1026
"950","TENTATIVA DE HOMICÍDIO",1,1,0,0,1,1,2,0,1,1,0,1,9,1026
"951","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1026
"952","LESÃO CORPORAL DOLOSA",29,27,15,27,36,32,23,31,20,28,23,36,327,1026
"953","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",6,11,16,14,12,14,15,12,6,16,11,18,151,1026
"954","LESÃO CORPORAL CULPOSA - OUTRAS",2,0,0,1,1,1,2,0,1,1,2,1,12,1026
"955","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1026
"956","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1026
"957","TOTAL DE ESTUPRO (4)",3,2,1,3,2,2,3,3,3,1,5,2,30,1026
"958","ESTUPRO",0,1,1,2,2,0,1,2,1,1,0,1,12,1026
"959","ESTUPRO DE VULNERÁVEL",3,1,0,1,0,2,2,1,2,0,5,1,18,1026
"960","TOTAL DE ROUBO - OUTROS (1)",151,153,134,132,140,155,134,140,108,145,128,79,1.599,1026
"961","ROUBO - OUTROS",150,150,133,129,138,153,128,138,104,143,127,76,1.569,1026
"962","ROUBO DE VEÍCULO",35,31,37,21,25,31,27,30,38,26,30,31,362,1026
"963","ROUBO A BANCO",0,0,0,0,0,0,2,0,0,0,0,0,2,1026
"964","ROUBO DE CARGA",1,3,1,3,2,2,4,2,4,2,1,3,28,1026
"965","FURTO - OUTROS",104,94,140,127,106,114,138,127,113,123,118,102,1.406,1026
"966","FURTO DE VEÍCULO",57,79,67,72,49,81,74,65,64,64,88,53,813,1026
"967","HOMICÍDIO DOLOSO (2)",0,0,2,0,0,0,0,0,0,0,0,0,2,1025
"968","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,3,0,0,0,0,0,0,0,0,0,3,1025
"969","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1025
"970","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1025
"971","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,1,1,0,1,0,0,0,0,1,2,1,7,1025
"972","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1025
"973","TENTATIVA DE HOMICÍDIO",1,0,0,1,1,4,0,0,0,1,1,0,9,1025
"974","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1025
"975","LESÃO CORPORAL DOLOSA",20,18,26,13,22,16,16,22,22,27,20,26,248,1025
"976","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",16,13,16,23,9,14,11,4,8,11,13,13,151,1025
"977","LESÃO CORPORAL CULPOSA - OUTRAS",0,1,0,0,0,0,1,0,0,0,1,2,5,1025
"978","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1025
"979","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1025
"980","TOTAL DE ESTUPRO (4)",1,0,1,4,1,3,1,4,1,1,3,1,21,1025
"981","ESTUPRO",0,0,1,1,0,1,0,2,0,0,1,0,6,1025
"982","ESTUPRO DE VULNERÁVEL",1,0,0,3,1,2,1,2,1,1,2,1,15,1025
"983","TOTAL DE ROUBO - OUTROS (1)",94,89,92,110,139,130,115,102,86,98,109,69,1.233,1025
"984","ROUBO - OUTROS",89,87,90,106,137,129,114,101,85,98,109,64,1.209,1025
"985","ROUBO DE VEÍCULO",29,30,27,24,31,27,24,34,30,37,19,17,329,1025
"986","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1025
"987","ROUBO DE CARGA",5,2,2,4,2,1,1,1,1,0,0,5,24,1025
"988","FURTO - OUTROS",62,82,76,70,79,73,89,78,77,68,73,51,878,1025
"989","FURTO DE VEÍCULO",82,76,58,63,61,65,54,70,53,67,60,60,769,1025
"990","HOMICÍDIO DOLOSO (2)",0,0,1,0,3,0,1,0,1,0,1,0,7,1024
"991","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,1,0,3,0,1,0,1,0,1,0,7,1024
"992","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1024
"993","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1024
"994","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,1,0,0,0,1,1024
"995","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1024
"996","TENTATIVA DE HOMICÍDIO",0,0,0,1,0,2,1,0,0,1,0,0,5,1024
"997","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1024
"998","LESÃO CORPORAL DOLOSA",32,30,25,21,21,19,27,13,28,24,12,20,272,1024
"999","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",4,9,10,15,12,7,8,7,7,9,9,8,105,1024
"1000","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,1,0,0,0,0,0,0,0,1,1024
"1001","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1024
"1002","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1024
"1003","TOTAL DE ESTUPRO (4)",1,2,3,2,1,1,1,1,0,3,1,2,18,1024
"1004","ESTUPRO",0,2,2,0,0,0,0,0,0,1,1,0,6,1024
"1005","ESTUPRO DE VULNERÁVEL",1,0,1,2,1,1,1,1,0,2,0,2,12,1024
"1006","TOTAL DE ROUBO - OUTROS (1)",97,110,95,99,105,101,83,91,86,106,96,93,1.162,1024
"1007","ROUBO - OUTROS",96,110,95,98,105,101,82,90,86,106,95,92,1.156,1024
"1008","ROUBO DE VEÍCULO",26,27,43,28,33,47,40,37,30,45,38,52,446,1024
"1009","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1024
"1010","ROUBO DE CARGA",1,0,0,1,0,0,1,1,0,0,1,1,6,1024
"1011","FURTO - OUTROS",82,70,106,69,78,91,97,104,82,80,61,63,983,1024
"1012","FURTO DE VEÍCULO",16,13,15,5,7,14,17,6,12,15,13,10,143,1024
"1013","HOMICÍDIO DOLOSO (2)",2,1,0,2,1,3,1,0,1,2,0,1,14,1023
"1014","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",2,1,0,2,1,3,1,0,1,2,0,2,15,1023
"1015","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1023
"1016","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1023
"1017","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,2,0,0,0,0,2,1023
"1018","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1023
"1019","TENTATIVA DE HOMICÍDIO",0,1,1,1,0,1,2,2,2,1,0,1,12,1023
"1020","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1023
"1021","LESÃO CORPORAL DOLOSA",32,22,28,38,37,29,34,37,32,36,29,34,388,1023
"1022","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",9,5,12,5,11,10,8,11,12,10,9,10,112,1023
"1023","LESÃO CORPORAL CULPOSA - OUTRAS",1,0,1,0,1,1,0,0,0,2,0,1,7,1023
"1024","LATROCÍNIO",0,0,0,0,0,1,0,0,0,0,0,0,1,1023
"1025","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,1,0,0,0,0,0,0,1,1023
"1026","TOTAL DE ESTUPRO (4)",2,2,4,5,2,3,3,2,2,3,3,4,35,1023
"1027","ESTUPRO",1,1,1,3,1,0,0,0,1,0,0,2,10,1023
"1028","ESTUPRO DE VULNERÁVEL",1,1,3,2,1,3,3,2,1,3,3,2,25,1023
"1029","TOTAL DE ROUBO - OUTROS (1)",141,93,122,143,161,148,131,163,121,148,165,162,1.698,1023
"1030","ROUBO - OUTROS",137,90,120,139,158,138,119,155,118,147,161,153,1.635,1023
"1031","ROUBO DE VEÍCULO",35,50,39,40,43,37,44,62,59,46,74,49,578,1023
"1032","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1023
"1033","ROUBO DE CARGA",4,3,2,4,3,10,12,8,3,1,4,9,63,1023
"1034","FURTO - OUTROS",108,109,126,144,117,108,131,168,158,130,145,116,1.56,1023
"1035","FURTO DE VEÍCULO",17,15,23,11,16,13,21,25,21,19,19,20,220,1023
"1036","HOMICÍDIO DOLOSO (2)",0,2,1,2,2,0,4,0,0,1,1,2,15,1022
"1037","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,4,1,2,2,0,8,0,0,1,1,3,22,1022
"1038","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1022
"1039","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1022
"1040","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,1,0,0,0,0,0,0,0,1,1022
"1041","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1022
"1042","TENTATIVA DE HOMICÍDIO",0,0,0,2,1,0,1,0,0,1,1,0,6,1022
"1043","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1022
"1044","LESÃO CORPORAL DOLOSA",27,22,34,21,26,27,29,15,27,24,26,14,292,1022
"1045","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",4,7,10,7,5,8,5,9,5,8,8,8,84,1022
"1046","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,1,0,0,2,0,0,3,1,1,1,9,1022
"1047","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1022
"1048","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1022
"1049","TOTAL DE ESTUPRO (4)",2,0,8,2,2,2,1,4,3,3,0,0,27,1022
"1050","ESTUPRO",0,0,2,1,0,0,0,1,1,1,0,0,6,1022
"1051","ESTUPRO DE VULNERÁVEL",2,0,6,1,2,2,1,3,2,2,0,0,21,1022
"1052","TOTAL DE ROUBO - OUTROS (1)",48,65,84,86,102,75,64,91,69,90,97,69,940,1022
"1053","ROUBO - OUTROS",44,62,82,80,100,75,63,89,66,88,95,68,912,1022
"1054","ROUBO DE VEÍCULO",7,10,11,14,17,6,14,17,7,19,17,4,143,1022
"1055","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1022
"1056","ROUBO DE CARGA",4,3,2,6,2,0,1,2,3,2,2,1,28,1022
"1057","FURTO - OUTROS",58,42,56,60,53,61,46,57,70,90,89,73,755,1022
"1058","FURTO DE VEÍCULO",9,6,7,7,5,11,7,7,10,21,15,2,107,1022
"1059","HOMICÍDIO DOLOSO (2)",1,1,4,1,2,0,3,0,1,3,2,3,21,1021
"1060","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",1,1,4,1,2,0,3,0,1,3,2,3,21,1021
"1061","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,1,0,0,1,1021
"1062","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,1,0,0,1,1021
"1063","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",1,1,1,2,1,0,2,3,1,2,3,2,19,1021
"1064","HOMICÍDIO CULPOSO OUTROS",0,0,0,2,0,0,0,0,0,0,1,0,3,1021
"1065","TENTATIVA DE HOMICÍDIO",2,1,2,2,0,0,4,1,2,4,3,6,27,1021
"1066","LESÃO CORPORAL SEGUIDA DE MORTE",1,0,0,0,0,0,0,0,0,0,0,0,1,1021
"1067","LESÃO CORPORAL DOLOSA",43,47,46,38,40,49,47,47,37,41,46,29,510,1021
"1068","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",12,22,14,21,17,16,19,16,9,12,10,24,192,1021
"1069","LESÃO CORPORAL CULPOSA - OUTRAS",8,1,4,1,1,1,0,1,7,0,0,0,24,1021
"1070","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1021
"1071","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1021
"1072","TOTAL DE ESTUPRO (4)",6,5,7,2,0,5,6,7,4,6,4,7,59,1021
"1073","ESTUPRO",3,2,3,0,0,1,3,0,1,3,2,2,20,1021
"1074","ESTUPRO DE VULNERÁVEL",3,3,4,2,0,4,3,7,3,3,2,5,39,1021
"1075","TOTAL DE ROUBO - OUTROS (1)",183,172,174,167,182,166,168,147,138,150,121,178,1.946,1021
"1076","ROUBO - OUTROS",161,158,143,145,167,143,149,118,124,132,103,141,1.684,1021
"1077","ROUBO DE VEÍCULO",39,32,33,34,42,34,41,43,33,41,35,53,460,1021
"1078","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1021
"1079","ROUBO DE CARGA",22,14,31,22,15,23,19,29,14,18,18,37,262,1021
"1080","FURTO - OUTROS",138,117,139,130,150,117,119,115,101,127,114,112,1.479,1021
"1081","FURTO DE VEÍCULO",35,30,31,25,23,28,24,40,40,51,37,35,399,1021
"1082","HOMICÍDIO DOLOSO (2)",2,2,1,2,0,2,0,2,2,3,2,1,19,1020
"1083","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",2,2,2,2,0,2,0,2,2,3,2,1,20,1020
"1084","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1020
"1085","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1020
"1086","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",2,0,0,1,1,1,0,0,2,0,3,1,11,1020
"1087","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,1,0,0,0,0,1,1020
"1088","TENTATIVA DE HOMICÍDIO",2,2,4,1,2,3,4,1,2,2,2,2,27,1020
"1089","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1020
"1090","LESÃO CORPORAL DOLOSA",71,68,83,70,53,59,64,46,58,80,60,75,787,1020
"1091","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",24,18,26,28,16,17,18,26,23,32,18,21,267,1020
"1092","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,3,0,0,0,1,0,0,0,1,5,1020
"1093","LATROCÍNIO",0,0,0,1,0,0,0,0,0,1,0,0,2,1020
"1094","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,1,0,0,0,0,0,1,0,0,2,1020
"1095","TOTAL DE ESTUPRO (4)",4,7,4,6,9,4,6,6,5,8,5,2,66,1020
"1096","ESTUPRO",1,1,1,3,3,0,2,1,0,4,3,1,20,1020
"1097","ESTUPRO DE VULNERÁVEL",3,6,3,3,6,4,4,5,5,4,2,1,46,1020
"1098","TOTAL DE ROUBO - OUTROS (1)",384,335,281,292,337,340,327,274,272,356,337,289,3.824,1020
"1099","ROUBO - OUTROS",371,327,270,279,318,319,308,251,257,327,319,266,3.612,1020
"1100","ROUBO DE VEÍCULO",30,44,24,33,39,42,38,42,50,40,40,58,480,1020
"1101","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1020
"1102","ROUBO DE CARGA",13,8,11,13,19,21,19,23,15,29,18,23,212,1020
"1103","FURTO - OUTROS",134,133,152,152,146,124,153,153,139,154,156,164,1.76,1020
"1104","FURTO DE VEÍCULO",35,33,38,26,30,23,31,40,27,36,31,28,378,1020
"1105","HOMICÍDIO DOLOSO (2)",0,1,0,0,0,0,0,0,0,1,0,0,2,1019
"1106","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,1,0,0,0,0,0,0,0,1,0,0,2,1019
"1107","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1019
"1108","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1019
"1109","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1019
"1110","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1019
"1111","TENTATIVA DE HOMICÍDIO",0,0,1,0,0,2,1,0,1,1,1,0,7,1019
"1112","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1019
"1113","LESÃO CORPORAL DOLOSA",17,13,21,19,10,20,20,15,11,14,14,7,181,1019
"1114","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",10,10,14,11,10,4,9,8,0,0,1,0,77,1019
"1115","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,1,1,1,1,0,0,0,0,0,0,4,1019
"1116","LATROCÍNIO",0,0,0,0,0,1,0,0,0,0,0,0,1,1019
"1117","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,1,0,0,0,0,0,0,1,1019
"1118","TOTAL DE ESTUPRO (4)",2,1,3,3,3,0,1,0,1,6,1,4,25,1019
"1119","ESTUPRO",0,0,3,0,2,0,0,0,0,0,0,1,6,1019
"1120","ESTUPRO DE VULNERÁVEL",2,1,0,3,1,0,1,0,1,6,1,3,19,1019
"1121","TOTAL DE ROUBO - OUTROS (1)",77,50,88,83,83,107,61,67,89,87,81,85,958,1019
"1122","ROUBO - OUTROS",77,50,85,82,83,107,59,67,88,87,78,81,944,1019
"1123","ROUBO DE VEÍCULO",14,16,9,16,13,14,10,17,11,14,13,20,167,1019
"1124","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1019
"1125","ROUBO DE CARGA",0,0,3,1,0,0,2,0,1,0,3,4,14,1019
"1126","FURTO - OUTROS",82,76,291,105,96,67,82,68,276,143,110,101,1.497,1019
"1127","FURTO DE VEÍCULO",11,12,9,14,22,12,21,18,25,29,10,17,200,1019
"1128","HOMICÍDIO DOLOSO (2)",0,2,0,3,2,0,3,1,0,0,1,0,12,1018
"1129","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,2,0,3,2,0,3,2,0,0,1,0,13,1018
"1130","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1018
"1131","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1018
"1132","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,1,1,0,0,1,0,1,0,0,0,3,7,1018
"1133","HOMICÍDIO CULPOSO OUTROS",1,0,0,0,0,0,1,0,0,0,0,0,2,1018
"1134","TENTATIVA DE HOMICÍDIO",1,2,2,2,2,2,2,2,1,1,2,1,20,1018
"1135","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1018
"1136","LESÃO CORPORAL DOLOSA",47,28,37,33,37,29,32,21,27,30,23,41,385,1018
"1137","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",18,15,23,20,15,13,19,22,22,17,13,17,214,1018
"1138","LESÃO CORPORAL CULPOSA - OUTRAS",1,0,0,0,0,1,0,0,1,0,0,0,3,1018
"1139","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1018
"1140","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1018
"1141","TOTAL DE ESTUPRO (4)",8,6,7,4,5,2,3,5,4,3,1,7,55,1018
"1142","ESTUPRO",2,1,2,1,3,1,0,2,0,1,0,3,16,1018
"1143","ESTUPRO DE VULNERÁVEL",6,5,5,3,2,1,3,3,4,2,1,4,39,1018
"1144","TOTAL DE ROUBO - OUTROS (1)",255,236,225,231,250,268,179,205,201,212,260,193,2.715,1018
"1145","ROUBO - OUTROS",233,216,212,206,238,251,168,187,189,196,240,182,2.518,1018
"1146","ROUBO DE VEÍCULO",118,118,107,119,121,108,80,74,63,97,93,110,1.208,1018
"1147","ROUBO A BANCO",0,2,0,0,0,0,0,0,0,0,0,0,2,1018
"1148","ROUBO DE CARGA",22,18,13,25,12,17,11,18,12,16,20,11,195,1018
"1149","FURTO - OUTROS",225,179,244,192,222,195,280,245,152,180,181,158,2.453,1018
"1150","FURTO DE VEÍCULO",78,89,76,93,93,53,67,81,59,77,87,86,939,1018
"1151","HOMICÍDIO DOLOSO (2)",0,3,2,0,1,0,1,0,1,0,3,1,12,994
"1152","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,3,2,0,1,0,2,0,1,0,4,1,14,994
"1153","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,1,0,0,0,1,994
"1154","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,1,0,0,0,1,994
"1155","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,1,1,1,0,0,0,0,1,4,994
"1156","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,994
"1157","TENTATIVA DE HOMICÍDIO",3,0,0,1,0,2,3,1,0,1,3,2,16,994
"1158","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,994
"1159","LESÃO CORPORAL DOLOSA",50,36,45,37,39,28,39,40,23,39,43,48,467,994
"1160","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",15,14,9,13,16,8,14,5,16,16,17,18,161,994
